id,char,gender,genre,title,line_count,pkey
1553,ERNESTO,,Thriller,brokenembraces,80,ernesto-brokenembraces
1554,TOMLIN,,Drama,cellular,83,tomlin-cellular
1555,RICARDO,,Thriller,killingzoe,83,ricardo-killingzoe
1556,MARLON,,Sci-Fi,trumanshowthe,226,marlon-trumanshowthe
1557,SIDNEY,F,Mystery,scream2,325,sidney-scream2
1558,THEO (cont'd),M,Horror,hauntingthe,37,theo_(cont'd)-hauntingthe
1559,JOHNNY,M,Mystery,minorityreport,32,johnny-minorityreport
1560,RIPLEY,F,Action,aliens,753,ripley-aliens
1561,MRS MATHEWS,F,Thriller,8mm,148,mrs_mathews-8mm
1562,GRANGE,,Thriller,crowthe,75,grange-crowthe
1563,TREADWELL,,War,fromheretoeternity,33,treadwell-fromheretoeternity
1564,BODKIN,,Action,tristanandisolde,23,bodkin-tristanandisolde
1565,PILCHER,,Thriller,silenceofthelambs,31,pilcher-silenceofthelambs
1566,MOTHER,F,Comedy,jayandsilentbobstrikeback,27,mother-jayandsilentbobstrikeback
1567,CHARLIE,M,Fantasy,kateleopold,386,charlie-kateleopold
1568,BRADY,,Comedy,storytelling,63,brady-storytelling
1569,ANWAR,,Thriller,babel,272,anwar-babel
1570,RUTH,F,Romance,intolerablecruelty,133,ruth-intolerablecruelty
1571,ALL			EDDIE,,Musical,rockyhorrorpictureshowthe,25,all			eddie-rockyhorrorpictureshowthe
1572,PAROLE OFFICER,,Crime,kalifornia,64,parole_officer-kalifornia
1573,COMINIUS,,Thriller,coriolanus,21,cominius-coriolanus
1574,DAVID,M,Drama,takingsides,217,david-takingsides
1575,LILA,F,Thriller,psycho,370,lila-psycho
1576,BUMBLEBEE,,Sci-Fi,transformersthemovie,21,bumblebee-transformersthemovie
1577,MARGARET,F,Drama,fourrooms,49,margaret-fourrooms
1578,BRAD,M,Horror,rockyhorrorpictureshowthe,299,brad-rockyhorrorpictureshowthe
1579,NAVIGATOR,,Horror,heavymetal,45,navigator-heavymetal
1580,JENNIFER,F,Fantasy,christcomplex,25,jennifer-christcomplex
1581,NORMAN,,Drama,fourrooms,76,norman-fourrooms
1582,DODONNA,,Sci-Fi,starwarsanewhope,41,dodonna-starwarsanewhope
1583,TYRELL,,Thriller,istillknowwhatyoudidlastsummer,300,tyrell-istillknowwhatyoudidlastsummer
1584,DASCOMBE,,Thriller,vforvendetta,53,dascombe-vforvendetta
1585,DEVEREAUX,,Crime,frenchconnectionthe,73,devereaux-frenchconnectionthe
1586,DR. LEES,,Thriller,finaldestination2,24,dr._lees-finaldestination2
1587,CAPTAIN'S VOICE,,Action,totalrecall,45,captain's_voice-totalrecall
1588,ATTENDANT,,Romance,starman,21,attendant-starman
1589,LARRY,M,Comedy,hesjustnotthatintoyou,29,larry-hesjustnotthatintoyou
1590,PRESIDENT,,Thriller,fairgame,33,president-fairgame
1591,ELWELL,,Drama,sweetsmellofsuccess,76,elwell-sweetsmellofsuccess
1592,BUDD,,Drama,killbillvolume12,229,budd-killbillvolume12
1593,PETER,M,Action,robinhoodprinceofthieves,28,peter-robinhoodprinceofthieves
1594,(JAFAR says the word 'princess' with the accent on,NA,Fantasy,aladdin,28,(jafar_says_the_word_'princess'_with_the_accent_on-aladdin
1595,CORIN,,Adventure,conanthebarbarian,100,corin-conanthebarbarian
1596,(MORE),NA,Action,fairgame,32,(more)-fairgame
1597,MR. MEHLOR,M,Thriller,hardrain,30,mr._mehlor-hardrain
1598,AL-GHAZI,,Drama,kingdomthe,44,al-ghazi-kingdomthe
1599,DYLE,,Comedy,charade,398,dyle-charade
1600,MARTHA,F,Drama,searchersthe,68,martha-searchersthe
1601,ELINOR,F,Romance,senseandsensibility,693,elinor-senseandsensibility
1602,THE BRIDE (JAPANESE),,Comedy,killbillvolume12,99,the_bride_(japanese)-killbillvolume12
1603,REBECCA,F,Action,residentevil,57,rebecca-residentevil
1604,DEWEY,,Horror,scream2,195,dewey-scream2
1605,MESSNER,,Action,smokinaces,335,messner-smokinaces
1606,FRANCIS,F,Drama,icestormthe,96,francis-icestormthe
1607,EMBRY,,Drama,erinbrockovich,40,embry-erinbrockovich
1608,SAUL,M,Comedy,pineappleexpress,1016,saul-pineappleexpress
1609,TOM,M,Comedy,broadcastnews,947,tom-broadcastnews
1610,DOROTHEA,F,Horror,lordofillusions,274,dorothea-lordofillusions
1611,DENISE,F,Drama,larrycrowne,37,denise-larrycrowne
1612,PATRIZIA,,Mystery,avventuraltheadventure,196,patrizia-avventuraltheadventure
1613,KILPACK,,Horror,eventhorizon,22,kilpack-eventhorizon
1614,NICOLE,F,Comedy,livinginoblivion,387,nicole-livinginoblivion
1615,VERONICA,F,Comedy,clerks,428,veronica-clerks
1616,LYNN,,Mystery,laconfidential,261,lynn-laconfidential
1617,ELADIO,,Drama,lonestar,37,eladio-lonestar
1618,BRIGHAM,,Horror,hannibal,67,brigham-hannibal
1619,LARRY,M,Adventure,jaws2,74,larry-jaws2
1620,SEAN,M,Drama,blindsidethe,111,sean-blindsidethe
1621,MIRANDA,F,Thriller,gothika,968,miranda-gothika
1622,SENIOR POLICE OFFICER,,Drama,gandhi,55,senior_police_officer-gandhi
1623,YOSHITAKA/GRAHAM,,War,lastsamuraithe,21,yoshitaka/graham-lastsamuraithe
1624,BELLBOY,M,Thriller,killingzoe,21,bellboy-killingzoe
1625,TAI LUNG,,Comedy,kungfupanda,97,tai_lung-kungfupanda
1626,MICHAEL,M,Comedy,mybestfriendswedding,742,michael-mybestfriendswedding
1627,DR. LECTER,M,Drama,silenceofthelambs,574,dr._lecter-silenceofthelambs
1628,COLONEL AL-GHAZI,M,Thriller,kingdomthe,516,colonel_al-ghazi-kingdomthe
1629,TERMINATOR,,Action,terminator,59,terminator-terminator
1630,DALE,,Mystery,colorofnight,98,dale-colorofnight
1631,ALBINO,M,Comedy,princessbridethe,29,albino-princessbridethe
1632,BRAD,M,Comedy,fasttimesatridgemonthigh,291,brad-fasttimesatridgemonthigh
1633,LAWRENCE,M,Comedy,trumanshowthe,44,lawrence-trumanshowthe
1634,EDWARD (voice over),M,Romance,prettywomanfinalscript,62,edward_(voice_over)-prettywomanfinalscript
1635,LIZ,F,Music,highfidelity,70,liz-highfidelity
1636,JOSELLE,F,Drama,laboroflove,27,joselle-laboroflove
1637,BARNEY,M,Mystery,chinatown,27,barney-chinatown
1638,QUINTUS,,Action,gladiator,45,quintus-gladiator
1639,B.B.,,Comedy,killbillvolume12,59,b.b.-killbillvolume12
1640,DANIELS,M,Crime,takingofpelhamonetwothreethe,28,daniels-takingofpelhamonetwothreethe
1641,"GENIE appears in his vest, then sticks his arms out and",NA,Musical,aladdin,87,"genie_appears_in_his_vest,_then_sticks_his_arms_out_and-aladdin"
1642,KIPLING,,Sci-Fi,aliennation,23,kipling-aliennation
1643,EMPEROR,,Sci-Fi,dune,124,emperor-dune
1644,DE VILLIERS,,Drama,drywhiteseasona,162,de_villiers-drywhiteseasona
1645,LEO,,Romance,rememberme,28,leo-rememberme
1646,TROY,,Drama,littleathens,28,troy-littleathens
1647,ISABEL,F,Adventure,1492conquestofparadise,92,isabel-1492conquestofparadise
1648,ELLIE,F,Action,someonetowatchoverme,301,ellie-someonetowatchoverme
1649,DIGGS,,Sci-Fi,islandthe,150,diggs-islandthe
1650,BILL,M,Thriller,losthighway,85,bill-losthighway
1651,JUDGE ROBINSON,,Crime,fracture,84,judge_robinson-fracture
1652,TAPP,,Mystery,saw,149,tapp-saw
1653,SWANN,,Comedy,piratesofthecaribbean,96,swann-piratesofthecaribbean
1654,MICHAEL (Orson Welles - voice over from the film),M,Comedy,manhattanmurdermystery,21,michael_(orson_welles_-_voice_over_from_the_film)-manhattanmurdermystery
1655,MARIE,F,Comedy,highfidelity,101,marie-highfidelity
1656,ROONEY,,Comedy,yesman,103,rooney-yesman
1657,SEN. MARTIN,,Thriller,silenceofthelambs,56,sen._martin-silenceofthelambs
1658,MISS ADRIAN,F,Comedy,evencowgirlsgettheblues,98,miss_adrian-evencowgirlsgettheblues
1659,ENSEMBLE,,Musical,ducksoup,29,ensemble-ducksoup
1660,EMMA,F,Adventure,avengersthe,710,emma-avengersthe
1661,SARAH (cont'd),F,Sci-Fi,hollowman,32,sarah_(cont'd)-hollowman
1662,MUMBLE (VO),,Family,happyfeet,61,mumble_(vo)-happyfeet
1663,JUDE,M,Drama,cryinggame,217,jude-cryinggame
1664,MAX,M,Crime,midnightexpress,211,max-midnightexpress
1665,PILOT,,Crime,chinatown,49,pilot-chinatown
1666,JUMPY,,Thriller,reindeergames,104,jumpy-reindeergames
1667,MAJOREK,,War,pianistthe,54,majorek-pianistthe
1668,TOMMY,M,Drama,crowsalvationthe,69,tommy-crowsalvationthe
1669,AL,M,Horror,losthighway,62,al-losthighway
1670,ROLAND (cont'd),,Adventure,jurassicparkthelostworld,24,roland_(cont'd)-jurassicparkthelostworld
1671,LEDNOV,,Western,roughshod,109,lednov-roughshod
1672,VOICE,,Drama,manonfire,43,voice-manonfire
1673,SOUTHAMPTON,,Drama,anonymous,157,southampton-anonymous
1674,DENISE,F,Romance,stuntmanthe,76,denise-stuntmanthe
1675,LISA,F,Action,manonfire,175,lisa-manonfire
1676,VIVIENNE,F,Comedy,arthur,163,vivienne-arthur
1677,CELESTE,F,Drama,celestejesseforever,592,celeste-celestejesseforever
1678,DARGUS,,Crime,jackiebrown,182,dargus-jackiebrown
1679,PHOTOGRAPHER,,Drama,citizenkane,26,photographer-citizenkane
1680,KATSUMOTO,,Action,lastsamuraithe,350,katsumoto-lastsamuraithe
1681,SHARI,,Comedy,edtv,270,shari-edtv
1682,MORGAN,,Drama,aptpupil,53,morgan-aptpupil
1683,CHARLES,M,Drama,observeandreport,81,charles-observeandreport
1684,FBI AGENT,,Action,breakdown,33,fbi_agent-breakdown
1685,HEIDI,F,Drama,dogdayafternoon,130,heidi-dogdayafternoon
1686,MR. SAUNDERS,M,Drama,youthinrevolt,42,mr._saunders-youthinrevolt
1687,STELLA,F,Thriller,rearwindow,400,stella-rearwindow
1688,AMBER,F,Comedy,hesjustnotthatintoyou,22,amber-hesjustnotthatintoyou
1689,SPORTSCASTER,,Thriller,fatalinstinct,29,sportscaster-fatalinstinct
1690,JOCASTA NU,,Adventure,starwarsattackoftheclones,81,jocasta_nu-starwarsattackoftheclones
1691,NEWMAN,,Mystery,fugitivethe,60,newman-fugitivethe
1692,DR. EVIL,,Comedy,austinpowersthespywhoshaggedme,492,dr._evil-austinpowersthespywhoshaggedme
1693,PRESIDENT,,Comedy,rushhour,110,president-rushhour
1694,AIDE,M,Thriller,spartan,44,aide-spartan
1695,RAY,,Drama,hardrain,68,ray-hardrain
1696,JOHN,M,Fantasy,prophecythe,144,john-prophecythe
1697,NOKES,,Drama,badcountry,40,nokes-badcountry
1698,JIM,M,Drama,jfk,2936,jim-jfk
1699,DORIE,M,War,pearlharbor,40,dorie-pearlharbor
1700,FERRO,,Action,aliens,30,ferro-aliens
1701,EDDIE,M,Comedy,rockyhorrorpictureshowthe,30,eddie-rockyhorrorpictureshowthe
1702,BARNEY BALABAN,M,Drama,hitchcock,73,barney_balaban-hitchcock
1703,ADULTERER,,Horror,feast,107,adulterer-feast
1704,PINKUS,,Comedy,hisgirlfriday,106,pinkus-hisgirlfriday
1705,STAN,,Romance,17again,69,stan-17again
1706,BAILIFF,,Crime,fatalinstinct,29,bailiff-fatalinstinct
1707,CAPTAIN,,Thriller,soimarriedanaxemurderer,70,captain-soimarriedanaxemurderer
1708,MRS. MORITZ,F,Sci-Fi,frankenstein,28,mrs._moritz-frankenstein
1709,SPECIAL AGENT HARRIS,,Mystery,buried,39,special_agent_harris-buried
1710,ROPER,M,Drama,metro,1216,roper-metro
1711,RAMBO,M,Action,rambofirstbloodiithemission,413,rambo-rambofirstbloodiithemission
1712,PAUL,M,Action,dune,733,paul-dune
1713,JENNA,F,Thriller,pi,29,jenna-pi
1714,(MORE),NA,Crime,smokinaces,32,(more)-smokinaces
1715,SAMANTHA,F,Romance,17again,46,samantha-17again
1716,VALJEAN,M,Romance,lesmiserables,783,valjean-lesmiserables
1717,BIG SISTER,F,Romance,pianothe,22,big_sister-pianothe
1718,UBERMAN,,Animation,megamind,34,uberman-megamind
1719,HARRY,M,Fantasy,itsawonderfullife,84,harry-itsawonderfullife
1720,FAMBROUGH,,Adventure,danceswithwolves,62,fambrough-danceswithwolves
1721,KEVIN,M,Animation,despicableme2,23,kevin-despicableme2
1722,AUFIDIUS,,Thriller,coriolanus,43,aufidius-coriolanus
1723,PETE,M,Comedy,charliesangels,47,pete-charliesangels
1724,FATHER REILLY,M,Thriller,darkknightrisesthe,30,father_reilly-darkknightrisesthe
1725,SUSAN (ON TV),F,Mystery,copycat,21,susan_(on_tv)-copycat
1726,ELIZABETH SWANN,F,Comedy,piratesofthecaribbeandeadmanschest,229,elizabeth_swann-piratesofthecaribbeandeadmanschest
1727,"""PROLOGUE""",NA,Drama,anonymous,22,"""prologue""-anonymous"
1728,CRUIKSHANK,,Mystery,charade,54,cruikshank-charade
1729,SIDDONS,,Biography,doorsthe,74,siddons-doorsthe
1730,BELINDA,F,Drama,ali,153,belinda-ali
1731,FOREMAN,,Musical,lesmiserables,37,foreman-lesmiserables
1732,TATIANA,F,Drama,hotelrwanda,239,tatiana-hotelrwanda
1733,HUGH LANG,M,Drama,flight,62,hugh_lang-flight
1734,CARABINIERE,,Thriller,avventuraltheadventure,38,carabiniere-avventuraltheadventure
1735,RUTH,F,Comedy,intolerablecruelty,133,ruth-intolerablecruelty
1736,HENDRICKS,,Thriller,jaws2,159,hendricks-jaws2
1737,DR. MALLORY,,Comedy,hospitalthe,40,dr._mallory-hospitalthe
1738,MARLENA,,Romance,waterforelephants,108,marlena-waterforelephants
1739,(BEAT),NA,Drama,socialnetworkthe,82,(beat)-socialnetworkthe
1740,STARLING (cont'd),,Horror,hannibal,41,starling_(cont'd)-hannibal
1741,THE KID,M,Adventure,princessbridethe,119,the_kid-princessbridethe
1742,JAR JAR,M,Adventure,starwarsattackoftheclones,82,jar_jar-starwarsattackoftheclones
1743,FIGURE,,Action,lostinspace,26,figure-lostinspace
1744,WILLIAM,M,Comedy,almostfamous,1216,william-almostfamous
1745,PLEXOR,,Sci-Fi,tronlegacy,262,plexor-tronlegacy
1746,MARILYN,F,Mystery,manhattanmurdermystery,27,marilyn-manhattanmurdermystery
1747,KIRK,M,Comedy,shesoutofmyleague,939,kirk-shesoutofmyleague
1748,VIVIAN WU,F,Action,charliesangels,71,vivian_wu-charliesangels
1749,BOB,M,Comedy,wildhogs,104,bob-wildhogs
1750,DUFFY,,Thriller,boondocksaints2allsaintsday,116,duffy-boondocksaints2allsaintsday
1751,ERNESTNIOR,,Drama,brokenembraces,36,ernestnior-brokenembraces
1752,PILOT,,Drama,lordofwar,26,pilot-lordofwar
1753,ULLMAN,,Horror,shiningthe,274,ullman-shiningthe
1754,SOLLOZZO,,Drama,godfather,158,sollozzo-godfather
1755,JUAN,M,Comedy,freaked,87,juan-freaked
1756,KATHLEEN (cont'd),F,Comedy,youvegotmail,21,kathleen_(cont'd)-youvegotmail
1757,HEDRA (voice over),,Drama,singlewhitefemale,31,hedra_(voice_over)-singlewhitefemale
1758,MRS. GUMP,F,Comedy,forrestgump,128,mrs._gump-forrestgump
1759,RAY,,Drama,ciderhouserulesthe,35,ray-ciderhouserulesthe
1760,COLIN,M,Drama,44inchchest,667,colin-44inchchest
1761,TREVOR,M,Drama,maxpayne,28,trevor-maxpayne
1762,EXLEY,M,Mystery,laconfidential,743,exley-laconfidential
1763,LEONARD,M,Drama,memento,913,leonard-memento
1764,PAUL,M,Thriller,jurassicparkiii,315,paul-jurassicparkiii
1765,GOWER,,Drama,itsawonderfullife,53,gower-itsawonderfullife
1766,LINDA,F,Drama,buried,52,linda-buried
1767,KUMAR (O.C.),,Adventure,haroldandkumargotowhitecastle,40,kumar_(o.c.)-haroldandkumargotowhitecastle
1768,BOB,M,Thriller,colorofnight,163,bob-colorofnight
1769,DOC FELIX,,Thriller,machete,47,doc_felix-machete
1770,NURSE,,Romance,amour,46,nurse-amour
1771,ELIAS,,Drama,platoon,229,elias-platoon
1772,LIN,,Drama,2012,29,lin-2012
1773,KAMAROV,,Adventure,prometheus,29,kamarov-prometheus
1774,GRANTAIRE,,Musical,lesmiserables,45,grantaire-lesmiserables
1775,VEERS,,Sci-Fi,starwarstheempirestrikesback,25,veers-starwarstheempirestrikesback
1776,LUDLOW (cont'd),,Horror,jurassicparkthelostworld,61,ludlow_(cont'd)-jurassicparkthelostworld
1777,WIZARD,M,Musical,wizardofozthe,187,wizard-wizardofozthe
1778,KLAATU,M,Sci-Fi,daytheearthstoodstillthe,760,klaatu-daytheearthstoodstillthe
1779,NARRATOR,,Comedy,hospitalthe,60,narrator-hospitalthe
1780,SPUNKMEYER,,Thriller,aliens,22,spunkmeyer-aliens
1781,PIPPIN,,Action,lordoftheringsreturnoftheking,122,pippin-lordoftheringsreturnoftheking
1782,MUM,F,Crime,snatch,31,mum-snatch
1783,COP #1,,Comedy,threemenandababy,27,cop_#1-threemenandababy
1784,KORBEN,M,Romance,fifthelementthe,879,korben-fifthelementthe
1785,GEKKO,M,Crime,wallstreet,1110,gekko-wallstreet
1786,LEILA,F,Sci-Fi,repoman,102,leila-repoman
1787,THIS THING...,,Drama,dawnofthedead,38,this_thing...-dawnofthedead
1788,MUNTZ,,Adventure,up,184,muntz-up
1789,FEMALE DEEJAY,F,Crime,grossepointblank,23,female_deejay-grossepointblank
1790,MR. MCQUIRE,M,Drama,graduatethe,24,mr._mcquire-graduatethe
1791,BUDDY,,Drama,wildatheart,42,buddy-wildatheart
1792,NANCY GARBOR,F,Romance,bodyguard,25,nancy_garbor-bodyguard
1793,LOLA'S VOICE,F,Comedy,fatalinstinct,21,lola's_voice-fatalinstinct
1794,FRANCISCO,,Drama,beinghuman,147,francisco-beinghuman
1795,SPECTOR,,Drama,bodyguard,370,spector-bodyguard
1796,THE PRESIDENT,,Drama,thirteendays,612,the_president-thirteendays
1797,SPLEEN,,Comedy,mysterymen,69,spleen-mysterymen
1798,DIGITAL VOICE,,Horror,mutewitness,43,digital_voice-mutewitness
1799,NORRINGTON,,Action,piratesofthecaribbean,258,norrington-piratesofthecaribbean
1800,EIRIE KID,,Crime,stingthe,69,eirie_kid-stingthe
1801,POLICEMAN,M,Drama,babel,21,policeman-babel
1802,DAWNIE,,Thriller,scream2,23,dawnie-scream2
1803,BROOKE,,Drama,candletowater,116,brooke-candletowater
1804,JFK,M,Crime,jfk,21,jfk-jfk
1805,A U,,Crime,darkknightrisesthe,47,a_u-darkknightrisesthe
1806,LEOPOLD,M,Drama,amadeus,167,leopold-amadeus
1807,MACKELWAY,M,Thriller,suspectzero,804,mackelway-suspectzero
1808,S.S. MAN,M,Drama,daytheclowncriedthe,21,s.s._man-daytheclowncriedthe
1809,FRIEND #3,,Family,megamind,21,friend_#3-megamind
1810,CENSOR,,Sci-Fi,islandthe,43,censor-islandthe
1811,LEE,F,Drama,hannahandhersisters,868,lee-hannahandhersisters
1812,PICARD,M,Drama,startreknemesis,940,picard-startreknemesis
1813,FATHER RIPPER,M,Comedy,heathers,32,father_ripper-heathers
1814,WIFE,F,Mystery,avventuraltheadventure,30,wife-avventuraltheadventure
1815,GLORIA,F,War,hotelrwanda,77,gloria-hotelrwanda
1816,MA BAILEY,,Family,itsawonderfullife,22,ma_bailey-itsawonderfullife
1817,CN EUSTACE,,Fantasy,itsawonderfullife,37,cn_eustace-itsawonderfullife
1818,HOLMSTEAD,,Romance,battleofshakerheightsthe,35,holmstead-battleofshakerheightsthe
1819,AUSTIN,,Action,heavymetal,25,austin-heavymetal
1820,JIM,M,Comedy,newyorkminute,24,jim-newyorkminute
1821,ALEX'S VOICE,,Horror,crowsalvationthe,39,alex's_voice-crowsalvationthe
1822,FRY,,Thriller,pitchblack,642,fry-pitchblack
1823,CN BEN,,Comedy,moonrisekingdom,78,cn_ben-moonrisekingdom
1824,CLARK,,Romance,fromheretoeternity,24,clark-fromheretoeternity
1825,BANKY,,Comedy,jayandsilentbobstrikeback,81,banky-jayandsilentbobstrikeback
1826,GIDEON GRAVES,,Comedy,scottpilgrimvstheworld,22,gideon_graves-scottpilgrimvstheworld
1827,BENEDICT,M,War,hotelrwanda,25,benedict-hotelrwanda
1828,JEN,F,Crime,darkknightrisesthe,22,jen-darkknightrisesthe
1829,PROFESSOR,,Action,fifthelementthe,92,professor-fifthelementthe
1830,MORTATI,,Mystery,angelsdemons,137,mortati-angelsdemons
1831,EPPS,,Action,ghostship,448,epps-ghostship
1832,CATHERINE,F,Thriller,silenceofthelambs,76,catherine-silenceofthelambs
1833,JOHNNY,M,Drama,minorityreport,32,johnny-minorityreport
1834,O'CONNELL,,Action,mummythe,540,o'connell-mummythe
1835,MAX,M,Sci-Fi,pi,837,max-pi
1836,KREMPE,,Drama,frankenstein,62,krempe-frankenstein
1837,DAN,M,Mystery,mulhollanddrive,32,dan-mulhollanddrive
1838,ROBBIE,,Drama,doorsthe,119,robbie-doorsthe
1839,VADER,M,Adventure,starwarstheempirestrikesback,187,vader-starwarstheempirestrikesback
1840,NURSE,,Drama,amour,46,nurse-amour
1841,COLONEL,,Thriller,daytheearthstoodstillthe,60,colonel-daytheearthstoodstillthe
1842,COLONEL ANDERSON,,War,savingprivateryan,59,colonel_anderson-savingprivateryan
1843,EDGAR,M,Action,meninblack,111,edgar-meninblack
1844,RADIO NEWS,,Crime,copycat,21,radio_news-copycat
1845,SAM PERKINS,,Drama,warhorse,43,sam_perkins-warhorse
1846,MITCH,,Drama,5050,37,mitch-5050
1847,SUSIE,F,Crime,jfk,377,susie-jfk
1848,ELEANOR GRANT,,Thriller,nickoftime,165,eleanor_grant-nickoftime
1849,PDAD,,Comedy,kungfupanda,132,pdad-kungfupanda
1850,Char,NA,Genre,Title,line_count,char-title
1851,STOLTZFUS,,Drama,witness,29,stoltzfus-witness
1852,DANNY,M,Thriller,americanhistoryx,151,danny-americanhistoryx
1853,SERENA (cont'd),F,Sci-Fi,terminatorsalvation,41,serena_(cont'd)-terminatorsalvation
1854,IFTY,,Drama,iamsam,117,ifty-iamsam
1855,SIMONE / VIKTOR,,Comedy,simone,113,simone_/_viktor-simone
1856,ROHNA,,Romance,grandhotel,26,rohna-grandhotel
1857,REBECCA,F,Romance,bodyofevidence,454,rebecca-bodyofevidence
1858,FELIX,,Horror,frankenstein,26,felix-frankenstein
1859,TV PRESENTER,,Sci-Fi,perfectcreature,48,tv_presenter-perfectcreature
1860,(CONTINUED),NA,Adventure,lordoftheringsfellowshipoftheringthe,188,(continued)-lordoftheringsfellowshipoftheringthe
1861,HOLLEY,,Action,cars2,301,holley-cars2
1862,SONNY,,Crime,godfather,322,sonny-godfather
1863,COATES,,Mystery,laconfidential,42,coates-laconfidential
1864,CROMWELL,,Drama,wallstreet,53,cromwell-wallstreet
1865,BRYAN,M,Comedy,lifeasahouse,93,bryan-lifeasahouse
1866,FOREMAN,,Drama,lesmiserables,37,foreman-lesmiserables
1867,AMBASSADOR HAN,,Comedy,rushhour,66,ambassador_han-rushhour
1868,PATTEN,,Crime,kingofcomedythe,136,patten-kingofcomedythe
1869,OFFICER PASKI,,Horror,signs,239,officer_paski-signs
1870,LT. PAUL,,Horror,prophecythe,26,lt._paul-prophecythe
1871,MCMASTERS,,Action,tombstone,99,mcmasters-tombstone
1872,GUS,M,Mystery,basicinstinct,349,gus-basicinstinct
1873,DUKE,M,Adventure,frozendisney,111,duke-frozendisney
1874,TIFFANY,F,Drama,silverliningsplaybook,764,tiffany-silverliningsplaybook
1875,FEATHER,,Drama,limeythe,48,feather-limeythe
1876,VALERIE,F,Action,fairgame,783,valerie-fairgame
1877,GEORGIA,F,Romance,beginners,60,georgia-beginners
1878,KATHRYN,F,Mystery,getlow,22,kathryn-getlow
1879,GIN,F,Action,entrapment,956,gin-entrapment
1880,GRUELLER,,Action,buffythevampireslayer,51,grueller-buffythevampireslayer
1881,COHAAGEN,,Adventure,totalrecall,101,cohaagen-totalrecall
1882,HEDRA (voice over),,Thriller,singlewhitefemale,31,hedra_(voice_over)-singlewhitefemale
1883,JAFAR's back is to ALADDIN.),NA,Musical,aladdin,27,jafar's_back_is_to_aladdin.)-aladdin
1884,MARK,M,Fantasy,fieldofdreams,46,mark-fieldofdreams
1885,NANCY,F,Drama,saltonseathe,38,nancy-saltonseathe
1886,MCCURDY,,Thriller,bodyofevidence,78,mccurdy-bodyofevidence
1887,ROSANNA,F,Thriller,manonfire,116,rosanna-manonfire
1888,ELLIS,,Mystery,cellular,48,ellis-cellular
1889,CARTER,,Thriller,hollowman,124,carter-hollowman
1890,RYAN (VO),M,Action,cellular,59,ryan_(vo)-cellular
1891,KATHERINE,F,Action,islandthe,140,katherine-islandthe
1892,FELIX,M,Comedy,charade,69,felix-charade
1893,LAWRENCE,,Sci-Fi,trumanshowthe,44,lawrence-trumanshowthe
1894,BEAMEN,,Comedy,bigfish,39,beamen-bigfish
1895,CLARA,F,Mystery,tallinthesaddle,155,clara-tallinthesaddle
1896,STRYVER,,Thriller,darkknightrisesthe,46,stryver-darkknightrisesthe
1897,OLEG,,Crime,15minutes,165,oleg-15minutes
1898,LANCE,M,Drama,battleofshakerheightsthe,99,lance-battleofshakerheightsthe
1899,TEACHER,,Drama,cinemaparadiso,21,teacher-cinemaparadiso
1900,MERCUTIO (CONT.),M,Drama,romeojuliet,79,mercutio_(cont.)-romeojuliet
1901,COMIC,,Romance,anniehall,52,comic-anniehall
1902,FRANK,M,Drama,bluevelvet,220,frank-bluevelvet
1903,VOICE OVER (cont'd),,Drama,blackdahliathe,156,voice_over_(cont'd)-blackdahliathe
1904,EXECUTIVE,,Romance,hudsuckerproxythe,59,executive-hudsuckerproxythe
1905,JOHN,M,Comedy,dropdeadgorgeous,47,john-dropdeadgorgeous
1906,KYNES,,Sci-Fi,dune,145,kynes-dune
1907,ESTEVEZ,,Thriller,legion,22,estevez-legion
1908,SYKES,,Thriller,kingdomthe,54,sykes-kingdomthe
1909,DOYLE,,Crime,intolerablecruelty,103,doyle-intolerablecruelty
1910,BULLOCK,,Fantasy,batman2,25,bullock-batman2
1911,COSTELLO,,Crime,departedthe,589,costello-departedthe
1912,TEAGUE,,Drama,coldmountain,231,teague-coldmountain
1913,GARY,M,Drama,sideways,33,gary-sideways
1914,BOY,M,Action,terminatorsalvation,21,boy-terminatorsalvation
1915,NORA,F,Thriller,finaldestination2,59,nora-finaldestination2
1916,SWAN,,Crime,ticker,63,swan-ticker
1917,MR. HOWARD,M,Comedy,dropdeadgorgeous,28,mr._howard-dropdeadgorgeous
1918,RHINEHEART,,Thriller,matrixthe,22,rhineheart-matrixthe
1919,MR. HIMBRY,M,Thriller,scream,40,mr._himbry-scream
1920,RADIO,,Comedy,repoman,25,radio-repoman
1921,BILL,M,Action,killbillvolume12,575,bill-killbillvolume12
1922,WOODY (VOICE BOX),,Comedy,toystory,43,woody_(voice_box)-toystory
1923,VERNON,,Mystery,limitless,61,vernon-limitless
1924,MICHELLE,F,Drama,manintheironmask,54,michelle-manintheironmask
1925,MARAT BUZHAYEV,,Drama,weownthenight,93,marat_buzhayev-weownthenight
1926,MONKEYBONE,,Animation,monkeybone,174,monkeybone-monkeybone
1927,YUKI (JAPANESE),,Comedy,killbillvolume12,49,yuki_(japanese)-killbillvolume12
1928,MRS. MURPHY,F,Action,hackers,71,mrs._murphy-hackers
1929,PROSECUTOR,,Comedy,custody,74,prosecutor-custody
1930,EDWARD,,Thriller,case39,94,edward-case39
1931,MAGISTRATE,,Action,braveheart,67,magistrate-braveheart
1932,MATT,M,Horror,hollowman,452,matt-hollowman
1933,UNCLE,,Drama,barrylyndon,41,uncle-barrylyndon
