	Genre	actual	char	line	pred	linelength
331	Drama	1	HENESSEY	don't be so sure, others have tried. the entire population, in fact.  look, about me...? i mean, what's up, you're this hot survival chick, i'm getting the feeling you don't need me anymore.	1.0	33
332	War	1	CAPTAIN	there is only enough for one cockroach.	1.0	7
333	Fantasy	1	JOF	may i point out that this is a tragedy, and in tragedies one doesn't snore.	1.0	15
334	Adventure	0	ALICE	 hardly.	1.0	1
335	Fantasy	0	JAN	paul? not that i'm complaining. but we haven't gone four times in one night since we were nineteen.  you wanna tell me just what the hell's going on?	1.0	28
336	Action	1	DREW	the best fighter?	1.0	3
337	Crime	1	PUPKIN	i just thought i'd say hello. here, i brought you a little something.	1.0	13
338	Horror	0	JILL	 honey...	1.0	1
339	Drama	1	ROSENFELD	...go on, go on...	1.0	4
340	Drama	1	JOE	get down!	1.0	2
341	Horror	0	NEEDY	look at this.	1.0	3
342	Crime	1	FREDO	 i don't have a lot to say, michael.	0.0	8
343	Crime	1	SHERIFF	henry, i'm not leaving until you come out.	0.0	8
344	Horror	0	CLEAR	"holy shit. he said ""only new life can defeat death.""  if she gives birth to a baby that was never meant to be born, a brand new soul that was never part of death's design..."	1.0	35
345	Fantasy	1	PAUL	i won't.	1.0	2
346	Mystery	1	NUMA	a week ago i would've said this is nuts, but now ...  there's a lot of smoke there, but there's some fire.	1.0	22
347	Drama	1	WELLES	howard hughes killed jean harlow?	1.0	5
348	Drama	1	TODD	you gotta believe me. it's true.	1.0	6
349	Horror	0	MARY	what was that?	1.0	3
350	Romance	1	KEENAN	the way you just talk to 'em about anything, like it was okay. i gotta' get her back, man.	1.0	19
351	Sci-Fi	1	RUSH	where is mega?	1.0	3
352	Drama	1	TODD	dad, am i like other kids?	1.0	6
353	Drama	1	LINCOLN	yes'sir.	1.0	1
354	Romance	0	ERICA	i have to go.	1.0	4
355	Crime	1	QUEENAN	by who?	1.0	2
356	Drama	1	EDDIE	what am i going to do home? i read all the papers.	1.0	12
357	Adventure	1	KING	please, help. my daughter!	1.0	4
358	Mystery	0	SUSAN	you'd give up what you want for the woman you marry?	1.0	11
359	Crime	1	BILLY	 it's not fair!	1.0	3
360	Drama	1	HENESSEY	not so emotional, i'm getting embarrassed with these outbursts here.	1.0	10
361	Drama	1	TEHRONNE	 i swear, i seen some buck-wild bitches in my time, but you the illest i ever seen.	1.0	17
362	Romance	1	KRINGELEIN	yes -- yes -- i am tired. i have been ill...	1.0	11
363	Romance	1	WALTER	yeah.	1.0	1
364	Romance	1	BARRY	let's go get one.	1.0	4
365	Drama	0	ROBERTA	 you think this is funny, stephanie?  you think the four hundred people who've bought tickets so far will think it's funny too? you think itzhak perlman will think it's funny that he's donating his time and you're all gonna stink?	1.0	40
366	Animation	1	MUMBLE	hey! what's that on your leg?	1.0	6
367	Romance	0	RUTH	what's going on with you, letty?	1.0	6
368	Romance	1	HARDY	pardon me?	1.0	2
369	Mystery	1	DUDE	i'm unemployed.	1.0	2
370	Drama	1	JACOB	you hate finance. you hate wall street. why are you with me?	1.0	12
371	Fantasy	1	HECTOR	sure you won't have a pancake,                          * betsy?                                                  * betsy gets impatient.	1.0	12
372	Drama	0	KAREN	margo hasn't done badly by it.	1.0	6
373	Sci-Fi	1	RICK	"""so you're a hideous mutant freak-- now what?"""	1.0	8
374	Drama	1	ADDISON	i had lunch with karen not three hours ago. as always with women who want to find out things, she told more than she learned...  ... do you want to change your story about lloyd beating at your door the other night?	1.0	42
375	Fantasy	1	LENNY	i can't undo the rope!	1.0	5
376	War	1	PREW	who's she?	1.0	2
377	Romance	1	ZINNOWITZ	since, on the eleventh of june of this year -- when the first negotiations for a merger...	1.0	17
378	Western	1	CLAY	there's a place down a ways, where you and the girls can wash some of that dust off.	1.0	18
379	Mystery	0	CLAIRE	i'd never be able to live with mysel--	1.0	8
380	Drama	1	JOE	who'd you get?	1.0	3
381	Crime	1	MAN	 hey, take it easy lady, i'm just the messenger.	1.0	9
382	Crime	1	ACE	what are you -	1.0	4
383	Crime	1	JONNO	mr. langford? ... i'm sorry to disturb you ...	1.0	9
384	War	1	PAUL	i want you on the piano in the kigali room tonight. back to work.	1.0	14
385	Adventure	1	BRODY	sean?	1.0	1
386	Drama	1	TED	oh, christ!	1.0	2
387	Sci-Fi	1	JONES	 get away or i'll stick you!	1.0	6
388	Crime	1	MARCO	excellent. do you know where it is?	1.0	7
389	Romance	0	DIL	she was there, wasn't she? numtoknumtok.	1.0	6
390	Romance	0	SAMMY	whatever hap...	1.0	2
391	Drama	1	PETER	are you thinking rincon?	1.0	4
392	Adventure	1	MARKE	[marke kisses isolde and makes love to her] [marke and isolde stand outside the keep surveying the town. mark fingers her shell bracelet]	0.0	23
393	Fantasy	1	THOMAS	 jesus.	1.0	1
394	Horror	0	HEROINE	you know where the iga grocery store is over in red mountain?	1.0	12
395	Sci-Fi	1	HIPPY	numtoknumtoknumtoknumtoknumtok feet.  jesus, i don't believe he's doing this.	1.0	9
396	Crime	0	LINDA	bewithmedc dot com?	1.0	3
397	Romance	1	WILLS	wonder woman?	1.0	2
398	Drama	1	FATHER	oh, no, thanks.  i just wanted to-- to be sure my garage was closed.	1.0	14
399	Drama	1	TED	 i'm coming up and if there isn't a dead body by the time i get there, i'll make one myself. you!	1.0	21
400	Romance	0	KATE	right.	1.0	1
401	Drama	1	SAYER	well, i know that now.       i proved it. the director offers a slow tentative nod before consulting the resume again.	1.0	20
402	Drama	1	BILLY	as opposed to you said seven and a quarter and they're thinking about it.	1.0	14
403	Fantasy	1	EGYPTOLOGIST	in these hallowed grounds, that which was set forth in ancient times, is as strong today, as it was then.	1.0	20
404	Crime	0	CHRISTY	think again!  and get out of here.	1.0	7
405	Mystery	0	KAREN	doug!   where are you???	1.0	4
406	Fantasy	1	FLETCHER	a ud rey , wait. please, i nee to talk to you. i .swear, i'm a changed man. just come to the courthouse with a thousand dollars and bail me out... hello?  o ne more call!! i need another call!!	1.0	40
407	Action	1	HENESSEY	the guy's story checks out. sam knows things about him. stuff only a lover would know.	0.0	16
408	Crime	1	DALE	i'm sorry. i just, i don't think i can-	1.0	9
409	Drama	1	ARNOLD	so, eddie, what do you think? you think i ought to marry her, go to china, or what?	1.0	18
410	Fantasy	1	BOROMIR	is hope left. but i cannot see it...it is long since we had any hope.	1.0	15
411	Fantasy	1	TED	yes!	1.0	1
412	Sci-Fi	1	SPOONER	if i was metal and didn't want anyone to find me, i'd hide under a pile of junk.	1.0	18
413	Romance	0	ANNA	and then i... right.	1.0	4
414	Romance	0	JUNO	well, you don't just invite a random pregnant teenager into your house and leave her unsupervised. i could be a total klepto, for all you know.	0.0	26
415	Mystery	1	MAX	as a country we spoke with one voice, moved with one purpose. we had a wicked boner for doing the right thing, and now look at us!	1.0	27
416	Crime	0	CARRIE	i still think we should have met them first.	1.0	9
417	Mystery	1	JOE	i'm not hungry.	1.0	3
418	Crime	0	CYNTHIA	sure.	1.0	1
419	Drama	1	ANDREW	 one of the partners spotted a lesion on my forehead.	1.0	10
420	Mystery	0	SUSAN	where are you going?	1.0	4
421	Fantasy	1	JOHN	fuck you! i don't want to talk to you!	1.0	9
422	Fantasy	1	TED	you were pretty great out there at fenway, johnny.	1.0	9
423	Drama	1	ROLFE	take care of the little things first, the things that are distracting you from taking care of the big things. call chub merritt, get your car back, call a dentist, for god's sake, and get your tooth pulled, don't trust the locals, get your facts straight and go straight to the state police. let them work on this.	1.0	58
424	Crime	1	DAVID	think. what do you fantasize about? world peace?  thought so.  money-fame-ferrari? 	1.0	11
425	Romance	1	JOE	 can you imagine the effect this has on adolescents?	1.0	9
426	Sci-Fi	1	JAKE	i would have been screwed if you hadn't come along --	1.0	11
427	Fantasy	1	SAM	i am here, moll. i am.	1.0	6
428	Drama	0	DOT	right down the hall, ben.	1.0	5
429	Romance	0	OLIVIA	aren't you going to introduce me to your new friend?	1.0	10
430	Animation	1	DMITRI	for a ten million rubles reward we can look a little longer. this is the big one. . .  and all i need is the right girl.  dmitri sings a reprise of anya	1.0	33
431	Drama	0	ROBIN	i'm sure. thank you all the same.	1.0	7
432	Animation	1	RASPUTIN	get to the point sometime tonight.. i'm late for a wenching.	1.0	11
433	Sci-Fi	1	BIGGS	are you all right?	1.0	4
434	Crime	1	HAGEN	you have guards outside and the electric fence.  there's no security reason for not letting us talk in the yard.	1.0	20
435	Adventure	0	JUSTICE	 for him? i'd be willing to do anything.	1.0	8
436	Mystery	1	SAM	you also got it in the jury's head that we're afraid of the doctor. you object once so they can hear you say he's not a criminologist. you keep after it and it looks like this great cross we did was just a bunch of fancy lawyer tricks. it's the difference between paper law and trial --	1.0	57
437	Drama	0	SARAH	andy! this is a nice surprise. how are you, hon?	0.0	10
438	Romance	0	DIL	go on, then.	1.0	3
439	Sci-Fi	1	MILLER	 that's bullshit and you know it! you built this fucking ship and all i've heard from you is bullshit!	1.0	19
440	Fantasy	1	BUZZ	yes, i can.	1.0	3
441	Drama	1	BUCK	how's my little kung-fu fighter?	1.0	5
442	Romance	1	BOB	i have to go, thanks, bye.	1.0	6
443	Mystery	1	GIDEON	 you know i'd tell you if i had it.	1.0	9
444	Crime	1	GABRIEL	map said video room --	1.0	5
445	Fantasy	1	ASH	"...and dreamed. numtoknumtoknumtok	the hands on ash's wristwatch							numtoknumtoknumtok numtoknumtoknumtok	the sun											  numtoknumtoknumtok numtoknumtoknumtok	the moon											 numtoknumtoknumtok numtoknumtoknumtok	a crack											  numtoknumtoknumtok"	1.0	21
446	Drama	1	COREY	yeah, what the hell is that?!	1.0	6
447	Action	1	GOEED	now he has all the guns, sir. .  you've got to help me.  what do you want me to do, beg?	1.0	21
448	Drama	1	TODD	there we become the men and women that will make a difference.  but we must take away from this place a sense of purpose for ourselves.  we now begin to see the road ahead.  it is a road from which we cannot veer.	1.0	43
449	Romance	0	ZOE	not for me they can't.	1.0	5
450	Drama	1	DOC	yeah. he's wicked. he defends himself when he's attacked.	1.0	9
451	Adventure	1	BILL	she cleans up.  we'll have her ship shape before we shove off.	1.0	12
452	Romance	1	ALVY	 probably on their first date, right?	1.0	6
453	Horror	1	COACH	they will write stories of your bravery.	1.0	7
454	Romance	0	ANNIE	oh.  what about?	1.0	3
455	Drama	1	LARIVIERE	he's on to us!	1.0	4
456	Romance	0	MARIN	are you having sex? tell the truth. you are, aren't you.	1.0	11
457	Drama	1	WALTER	do you come here often?	1.0	5
458	Romance	0	AGNIS	so she wasn't just a bitch in high heels?	1.0	9
459	Romance	1	HARRY	hey, thanks for letting me...	1.0	5
460	War	1	PAUL	how was your meal, sir?	1.0	5
461	Romance	1	SAM	he's ten.	1.0	2
462	Crime	1	JELLY	 i probably shouldn't be listening to this.	1.0	7
463	Romance	0	ELINOR	there is but one consolation if edwar is anything like fanny, we shall be only too happy to leave.	0.0	19
464	Drama	1	LAZARUS	 black snake is evil, black snake is all i see.black snake is evil, black snake is all i see.woke up this mornin', black snake moved in on me.	1.0	28
465	Romance	1	BEN	oh, e!	1.0	2
466	Comedy	0	ILENE	i know what i'm doing... go!	1.0	6
467	Crime	1	DAVE	under the seat.	1.0	3
468	Western	1	CHARLIE	you told me once you might be a missionary on your way to china. and that's as much as i've ever found out about you. you're working for me, but for all i know you could be working for somebody else.	1.0	41
469	Mystery	1	CARY	go! joe, move!!!	1.0	3
470	Adventure	0	JACKIE	you going to the lighthouse?	1.0	5
471	Crime	1	WILLY	i don't work for the d.a. any more. i'm just a guy who broke into your house. when the police arrest me - they'll inventory anything in my possession. if that happens to be crucial evidence in another case, well: some prosecutor just got lucky.	1.0	45
472	Fantasy	1	BUZZ	come on!	1.0	2
473	Comedy	0	NICOLE	we were working together. i didn't want anything to interfere.	1.0	10
474	Romance	1	WILLIAM	no, i didn't.	1.0	3
475	Mystery	0	SIDNEY	oh yeah, how?	1.0	3
476	Drama	1	KID	you think i'll be sorry i come?	1.0	7
477	Sci-Fi	1	CHURCH	twenty seconds.  hurry.	1.0	3
478	Animation	1	MUMBLE	oh. one other thing. you guys	1.0	6
479	Mystery	1	MILBURN	cut off my arm. cut off my -	1.0	8
480	Romance	0	ALLY	you're exhausted. when you have a stroke i'm going to abandon you on a park bench. they start to back out.	1.0	21
481	Drama	0	HUNSECKER	 right now you're in no position to ask questions!  and your snide remarks---	1.0	13
482	Sci-Fi	1	HAN	"what do you mean, ""nobody knows""?"	1.0	6
483	Horror	0	GRAHAM	he's misunderstood.	1.0	2
484	Crime	1	MILO	after i broke into numtoknumtok -- which was insane, thank god they didn't catch me! -- i just drove around. trying to figure out what possessed me. you know what? i've been putting my own guilt on gary.	1.0	38
485	Crime	0	KATE	i hope you don't screw like you type.	1.0	8
486	Romance	1	WILLOUGHBY	how is your--family?	1.0	3
487	Adventure	1	BRODY	if this is going to work, you've got to keep current stuff out here, and put 'closed' files in there. the 'pendings' stay on my desk, okay?	1.0	27
488	Fantasy	1	WYBIE	dang, check out slugzilla!	1.0	4
489	War	1	CORNWALLIS	colonel... colonel banastre tarleton.	1.0	4
490	Adventure	1	PATTERSON	let me see the sick.	1.0	5
491	Mystery	0	BECKY	talk, you moron! jesus, you're just like your mother! talk! who's the ho wearing my ring?!	1.0	16
492	Romance	0	JAMIE	pull over.	1.0	2
493	Crime	1	ERIC	ahhh!  he's right next to the door.  we'd have to be totally incompetent not to stop him.  don't worry about that.	1.0	21
494	Comedy	1	BOOM	it's the camera.	1.0	3
495	Drama	1	DUKE	i'll drop you right next to the plane.	1.0	8
496	Romance	0	LAURA	i don't really want to talk about it, to be honest.	1.0	11
497	Horror	1	DANNY	yes. numtoknumtok.	1.0	2
498	Sci-Fi	1	STAN	boo.	1.0	1
499	Drama	0	MARTHA	just drive the car lucy.	1.0	5
500	Romance	1	FERGUS	you on the game?	1.0	4
501	Action	0	CAMILLE	 well you do.	1.0	3
502	Drama	1	LETOUR	 this is crazy.	1.0	3
503	Fantasy	1	WILLOW	i'll do it, raziel...	1.0	4
504	Adventure	1	LLOYD	felcher? you mean the babe who worke for the tractor company?	1.0	11
505	Crime	1	BEN	you can't leave without my permission.	1.0	6
506	Romance	0	HOLMSTEAD	how do i get through to you?	1.0	7
507	Romance	1	NOLAN	ain't yer house, it's th' ouoyle house!	1.0	7
508	Animation	0	ANYA	by pulling my hair?!	1.0	4
509	Fantasy	1	LEOPOLD	i despise affairs of this sort, uncle otto. no one really listens to anyone else. if you attempt it, you will see why.	0.0	23
510	Mystery	1	SANDRO	what could be more restful than this?...  excuse me, what is it that you want to try?	1.0	17
511	Mystery	1	HAHN	of course.     where downtown?	1.0	4
512	Drama	1	SHAKESPEARE	they insist only a gentleman can own the land.	1.0	9
513	Crime	1	FABIO	bueno.	1.0	1
514	Adventure	1	WILL	my father did not think of my mother -his family -- as a burden.	1.0	14
515	Romance	1	ROB	what do you mean, the crumblers? you know the crumblers?  nobody's heard the crumblers.  except me.	1.0	16
516	Mystery	1	GARVEY	that takes care of that --  now, i'll draw up an affidavit right away and everything will be taken care of as we want it.	1.0	25
517	Drama	1	SAYER	i probably was. sayer disappears into the kitchen again. and a moment later . glances back in around the door frame at leonard who has moved over to an old sideboard on which several pairs of glasses are neatly arranged. /	1.0	41
518	Drama	1	PEDRO	come on, mehn. come check out the mustang.	1.0	8
519	Fantasy	1	BECKER	in where?	1.0	2
520	Mystery	0	JESSICA	johnny... what if it was your mother who was calling for help? how would you feel?	0.0	16
521	Drama	1	TOM	get dizzy... can't see... dizzy...	1.0	5
522	Fantasy	1	PAUL	he'll be fine, boys. trust me on this one.	1.0	9
523	Crime	0	CATWOMAN	cat got your tongue?	1.0	4
524	Horror	0	HEROINE	come on! come on!	1.0	4
525	Western	1	CHARLIE	 all right, i sent for you. i was doing a nice quiet business. that was because everybody was afraid of mick. now every time a man has enoug drinks in him to feel rugged he'll try to do what you did.	1.0	41
526	War	0	SALLY	ruby...	1.0	1
